Price,VehicleType,YearOfVehicleRegistration,GearBoxType,PowerOfTheEngine,ModelOfTheVehicle,DistranceTravelled,TypeOfTheFuelUsed,BrandOfTheVehicle,IsDamageRepaired
3298.0,2,5,1,64,163,0.5862068965517242,6,36,0
11999.0,2,14,1,87,20,0.034482758620689655,6,24,0
1500.0,0,3,1,125,37,1.0,6,24,0
6000.0,5,0,1,143,20,0.6551724137931034,4,35,0
2450.0,0,6,1,111,141,0.8275862068965517,6,27,0
4600.0,6,8,1,60,163,0.8275862068965517,6,36,0
6800.0,6,9,0,177,9,0.8275862068965517,1,2,0
1500.0,2,0,1,50,135,1.0,6,36,0
4990.0,6,9,1,109,112,1.0,6,12,0
7200.0,0,7,1,140,109,1.0,1,36,0
7900.0,3,8,1,140,234,0.5172413793103449,6,24,0
2400.0,2,1,1,75,22,1.0,6,1,1
1950.0,0,3,1,120,14,1.0,6,19,0
4550.0,6,9,1,116,37,1.0,6,24,0
20990.0,6,11,1,170,167,0.31034482758620685,6,1,0
1950.0,0,2,1,116,96,1.0,6,10,0
4300.0,6,5,1,150,20,0.8275862068965517,4,29,0
5790.0,0,5,1,150,154,1.0,6,31,0
2600.0,3,4,1,136,20,1.0,6,12,0
4399.0,4,7,1,109,73,0.44827586206896547,6,22,0
2999.0,6,2,1,170,13,1.0,6,2,0
3500.0,6,1,0,220,24,1.0,4,1,0
7999.0,0,6,1,140,24,1.0,1,1,0
2399.0,3,1,1,102,28,0.6551724137931034,6,20,0
3900.0,0,7,1,135,141,1.0,1,27,0
4450.0,6,4,1,150,23,1.0,6,1,0
1750.0,2,1,1,60,70,0.8275862068965517,6,27,0
1100.0,0,0,1,75,163,1.0,6,36,0
14800.0,6,8,0,170,54,0.44827586206896547,1,20,0
4000.0,5,3,1,143,20,1.0,6,35,1
2950.0,6,1,1,131,109,1.0,1,36,0
11900.0,4,5,0,120,193,0.6551724137931034,6,20,0
12500.0,5,10,0,143,5,1.0,1,2,0
17900.0,7,13,1,122,204,0.31034482758620685,6,36,0
2490.0,2,0,0,61,135,1.0,1,36,0
5000.0,6,5,1,102,160,1.0,6,36,0
1800.0,6,0,1,150,13,1.0,6,2,1
3700.0,0,3,1,131,24,1.0,1,1,0
15499.0,6,15,1,86,109,0.034482758620689655,6,36,0
5000.0,6,6,1,170,109,1.0,1,36,0
3900.0,2,5,1,54,163,0.6551724137931034,6,36,0
5999.0,0,4,1,150,9,0.5172413793103449,1,2,0
4300.0,3,7,1,147,12,1.0,1,19,0
1700.0,6,3,1,147,37,1.0,6,24,0
6900.0,0,4,1,170,9,1.0,6,2,0
1950.0,2,1,1,75,163,1.0,1,36,0
4750.0,0,3,1,163,24,1.0,6,1,0
4490.0,3,6,1,140,207,1.0,1,36,0
5990.0,3,6,1,105,207,1.0,1,36,0
1500.0,3,0,1,114,20,1.0,1,27,0
7800.0,0,12,1,95,6,0.1724137931034483,6,25,0
2399.0,0,3,1,136,207,1.0,1,36,0
7007.0,0,10,0,143,9,1.0,1,2,0
11950.0,3,13,1,125,55,0.3793103448275862,6,10,0
1700.0,0,1,1,131,146,1.0,1,10,0
8000.0,0,8,1,140,160,1.0,1,36,0
3290.0,2,7,1,95,20,1.0,6,9,0
8999.0,6,3,1,218,13,1.0,1,2,0
1800.0,6,5,0,177,20,1.0,1,27,1
4990.0,4,0,1,110,109,1.0,1,36,0
7600.0,6,9,1,170,132,1.0,1,30,0
4490.0,6,0,1,170,13,1.0,6,2,0
3999.0,0,11,1,109,20,0.5862068965517242,4,3,1
15500.0,6,4,0,218,226,1.0,1,2,0
9600.0,2,11,1,100,142,0.1724137931034483,6,24,0
14000.0,4,5,0,163,193,0.24137931034482757,6,20,0
7999.0,2,9,1,75,163,0.3793103448275862,1,36,0
2400.0,2,5,1,68,95,1.0,1,10,0
3150.0,6,4,1,150,219,1.0,1,24,0
4300.0,0,5,1,131,146,1.0,1,10,0
5250.0,5,3,0,150,23,1.0,6,1,1
3499.0,6,4,1,150,46,1.0,1,36,0
2000.0,0,4,1,94,20,1.0,1,9,0
3990.0,4,5,1,90,203,1.0,6,24,0
12900.0,3,13,1,86,178,0.1724137931034483,6,31,0
10500.0,3,11,1,129,198,1.0,1,20,0
9990.0,0,8,1,170,160,1.0,1,36,0
1900.0,2,1,1,64,163,1.0,6,36,0
1999.0,6,0,1,87,9,1.0,6,2,0
3190.0,0,4,0,116,154,1.0,6,31,0
1750.0,6,1,1,105,9,1.0,6,2,0
18800.0,5,11,0,160,25,0.8275862068965517,6,1,0
5690.0,2,2,1,75,22,0.6551724137931034,6,1,0
3600.0,2,11,1,69,159,0.3793103448275862,6,9,0
6999.0,2,10,1,82,95,0.44827586206896547,6,10,0
2800.0,0,1,1,170,160,1.0,6,36,0
8399.0,0,7,1,140,23,0.8275862068965517,1,1,0
1100.0,0,0,1,107,128,1.0,6,27,0
7800.0,4,11,0,71,99,0.1724137931034483,6,32,0
6500.0,6,6,1,122,5,1.0,1,2,0
1800.0,6,0,1,110,105,1.0,1,10,0
6000.0,0,7,1,140,160,1.0,1,36,0
13750.0,6,8,0,170,54,1.0,1,20,0
3990.0,3,6,1,150,234,1.0,1,24,0
4300.0,2,9,1,80,94,1.0,1,31,0
5500.0,2,10,1,71,99,0.1724137931034483,6,32,0
5850.0,4,0,1,163,193,1.0,6,20,0
6900.0,6,5,1,129,9,1.0,6,2,0
2200.0,1,0,1,105,9,1.0,6,2,0
6550.0,0,4,0,204,90,1.0,1,20,0
14999.0,0,12,0,143,24,1.0,1,1,0
11500.0,0,11,1,105,23,0.44827586206896547,6,1,0
10300.0,0,10,1,105,109,1.0,1,36,0
1300.0,2,0,1,50,135,0.8275862068965517,6,36,0
3499.0,0,5,0,140,24,0.5862068965517242,1,1,0
4490.0,6,6,1,75,109,1.0,6,36,0
2490.0,2,4,1,75,94,0.8275862068965517,6,31,0
2000.0,2,4,1,95,28,1.0,1,20,0
10990.0,0,9,0,177,13,1.0,1,2,0
22250.0,3,10,1,179,209,1.0,1,36,0
2340.0,2,3,1,101,95,0.8275862068965517,6,10,0
7350.0,2,7,1,120,75,0.44827586206896547,6,21,0
17200.0,6,12,0,170,109,0.5862068965517242,1,36,0
1950.0,6,3,0,135,141,1.0,6,27,0
6949.0,6,11,1,109,112,0.31034482758620685,6,12,0
2800.0,3,3,1,149,234,1.0,6,24,0
2499.0,6,2,1,75,44,1.0,4,36,0
12380.0,7,8,0,170,194,0.5172413793103449,1,15,0
11999.0,0,7,0,231,13,1.0,1,2,0
14890.0,3,11,1,115,20,1.0,1,23,0
7999.0,6,6,1,129,9,0.5172413793103449,6,2,0
7550.0,2,9,1,105,163,0.31034482758620685,6,36,0
3750.0,0,7,1,101,96,1.0,6,10,0
2100.0,5,1,1,143,54,1.0,1,20,0
4099.0,2,10,1,69,78,0.8275862068965517,6,24,0
2399.0,3,6,1,75,208,1.0,1,10,0
4800.0,6,5,1,105,109,1.0,1,36,0
8900.0,6,10,1,140,109,1.0,1,36,0
3000.0,3,2,1,116,189,1.0,1,36,0
9200.0,6,10,1,122,109,0.5172413793103449,6,36,0
6500.0,6,11,1,163,9,1.0,1,2,0
10399.0,0,8,1,125,23,0.44827586206896547,6,1,0
2799.0,4,5,1,109,6,1.0,6,25,0
4700.0,6,9,1,68,20,1.0,1,19,0
12000.0,3,4,1,105,209,1.0,1,36,0
3900.0,6,5,1,110,68,0.8275862068965517,6,11,0
9800.0,6,9,1,140,23,1.0,1,1,0
2500.0,6,2,1,120,14,1.0,6,19,0
24900.0,0,12,1,177,26,0.5862068965517242,1,1,0
11500.0,6,11,1,140,109,0.8275862068965517,1,36,0
2750.0,6,6,1,140,24,1.0,1,1,1
5500.0,2,12,1,75,70,0.5862068965517242,6,27,0
13500.0,5,6,1,218,9,0.6551724137931034,6,2,0
25990.0,0,12,0,204,26,0.6551724137931034,1,1,0
6500.0,6,6,0,122,90,1.0,1,20,0
15000.0,6,10,0,170,109,0.8275862068965517,1,36,0
4000.0,6,2,0,193,13,1.0,1,2,0
9000.0,5,5,0,218,81,0.3793103448275862,6,4,0
6800.0,6,7,0,145,96,0.44827586206896547,6,10,0
6899.0,2,11,0,71,99,0.24137931034482757,6,32,0
9500.0,6,10,1,140,37,0.8275862068965517,6,24,0
11900.0,0,7,1,179,26,1.0,1,1,0
15750.0,2,11,1,105,163,0.5172413793103449,1,36,0
9349.0,2,15,1,69,159,0.034482758620689655,6,9,0
1850.0,6,0,1,116,24,1.0,1,1,0
8999.0,0,8,0,170,20,1.0,1,20,0
2050.0,6,0,1,140,128,0.5862068965517242,6,27,0
7800.0,3,5,1,131,189,1.0,1,36,0
14400.0,2,12,1,105,109,0.3793103448275862,6,36,0
2250.0,6,2,0,170,199,0.5862068965517242,6,9,0
5999.0,0,5,0,218,13,1.0,6,2,0
7250.0,6,7,1,122,5,0.8275862068965517,6,2,0
3500.0,2,5,1,95,98,1.0,1,32,0
5999.0,2,13,1,75,212,0.1724137931034483,6,27,0
2199.0,3,4,1,120,55,0.8275862068965517,6,10,1
22990.0,6,11,0,140,160,0.1724137931034483,1,36,0
5999.0,0,8,1,150,8,0.8275862068965517,6,25,0
15200.0,5,6,1,218,9,0.8275862068965517,6,2,0
7590.0,2,10,1,86,113,0.44827586206896547,6,30,0
5950.0,3,5,1,105,209,1.0,1,36,0
5400.0,2,9,1,60,94,0.44827586206896547,6,31,0
12800.0,0,11,1,160,154,0.24137931034482757,6,31,0
4205.0,0,6,1,170,24,1.0,1,1,0
1790.0,6,1,1,82,28,0.5862068965517242,6,20,0
2790.0,0,2,1,102,24,1.0,6,1,0
7900.0,4,5,1,170,75,0.31034482758620685,6,21,0
4800.0,0,5,1,105,37,1.0,6,24,0
7999.0,3,7,1,136,20,0.5862068965517242,1,5,0
7500.0,0,5,0,140,24,1.0,1,1,0
5750.0,3,6,1,177,220,1.0,1,35,0
5900.0,5,4,0,164,54,0.6551724137931034,4,20,0
6700.0,2,9,1,69,11,0.1724137931034483,6,9,0
27500.0,6,14,0,184,226,0.24137931034482757,1,2,0
14999.0,0,10,1,170,26,1.0,1,1,0
3200.0,0,6,1,140,189,1.0,1,36,0
4600.0,6,0,0,170,90,1.0,1,20,0
12450.0,6,4,0,218,226,1.0,1,2,0
10500.0,4,5,1,163,193,1.0,6,20,0
8700.0,6,9,1,177,5,1.0,1,2,0
3880.0,5,1,1,150,20,0.5172413793103449,6,0,0
12900.0,3,10,0,140,182,0.5862068965517242,1,10,0
1800.0,6,16,1,75,142,1.0,1,24,0
8490.0,2,14,1,69,121,0.1724137931034483,6,10,0
9490.0,6,11,1,116,5,1.0,1,2,0
5500.0,6,5,1,104,109,0.0,1,36,0
2450.0,2,5,1,54,94,1.0,6,31,0
10600.0,5,7,1,200,210,1.0,6,1,0
2390.0,6,0,1,101,160,0.8275862068965517,6,36,0
3650.0,6,5,1,105,37,1.0,6,24,0
1650.0,6,3,1,82,28,1.0,6,20,0
7999.0,7,9,1,156,10,1.0,1,25,0
1200.0,2,0,1,65,78,1.0,6,24,0
2600.0,3,0,1,116,189,1.0,1,36,0
4800.0,6,1,1,105,9,0.5172413793103449,6,2,0
1700.0,7,2,1,118,197,0.8275862068965517,6,15,0
12500.0,6,15,1,116,37,0.10344827586206896,6,24,0
5650.0,2,11,1,60,95,0.44827586206896547,6,10,0
4399.0,3,6,1,125,55,1.0,6,10,0
2200.0,6,1,1,75,109,1.0,6,36,0
3500.0,6,5,1,109,8,1.0,1,25,0
2800.0,2,4,1,50,36,0.44827586206896547,6,30,0
3300.0,6,0,0,163,54,1.0,6,20,0
3800.0,5,5,1,150,37,1.0,1,24,0
9500.0,2,13,1,90,163,0.24137931034482757,1,36,0
10900.0,2,13,1,105,163,0.24137931034482757,6,36,0
1390.0,0,2,0,133,53,1.0,6,5,0
2850.0,2,6,1,65,166,0.6551724137931034,6,9,0
19350.0,6,10,0,177,226,0.6551724137931034,1,2,0
10599.0,2,12,1,117,119,0.3793103448275862,6,23,0
1950.0,4,2,1,61,99,1.0,6,32,0
1100.0,0,1,1,101,96,1.0,6,10,0
7800.0,3,11,1,90,20,0.3793103448275862,6,15,0
1800.0,2,0,1,75,113,1.0,6,30,0
2150.0,0,3,1,84,37,1.0,6,24,0
6400.0,2,9,1,86,30,0.1724137931034483,6,24,0
2950.0,2,3,1,131,113,1.0,1,30,0
4000.0,6,6,1,105,132,0.8275862068965517,6,30,0
14000.0,6,9,0,211,109,0.8275862068965517,6,36,0
3450.0,0,3,1,131,160,1.0,1,36,0
8350.0,2,11,1,99,230,0.3793103448275862,6,35,0
2500.0,0,0,1,150,24,1.0,1,1,0
11000.0,0,13,1,125,96,0.31034482758620685,6,10,0
1300.0,0,4,1,155,190,0.8275862068965517,6,24,1
4000.0,6,2,0,163,54,1.0,6,20,0
31900.0,4,13,1,184,193,0.0,6,20,0
1450.0,0,0,1,90,154,0.24137931034482757,1,31,0
7500.0,3,5,0,105,207,1.0,1,36,0
1900.0,6,5,1,60,166,0.8275862068965517,6,9,0
2100.0,2,3,1,58,78,1.0,6,24,0
19000.0,7,13,1,150,79,0.5862068965517242,1,11,0
3500.0,2,6,1,133,20,0.8275862068965517,6,3,0
10450.0,5,9,1,160,187,0.8275862068965517,6,36,0
7350.0,4,1,1,179,210,1.0,6,1,0
3190.0,2,8,1,92,201,1.0,6,34,0
8200.0,6,5,1,140,24,1.0,1,1,0
3200.0,0,0,1,90,109,1.0,1,36,1
4499.0,0,1,0,179,26,1.0,1,1,0
6000.0,3,8,1,94,120,0.10344827586206896,6,33,0
1100.0,6,4,1,106,20,1.0,6,34,1
3000.0,2,8,1,63,20,0.44827586206896547,6,12,0
2300.0,2,0,0,40,99,1.0,6,32,0
1650.0,0,1,0,125,219,1.0,6,24,0
1900.0,6,3,0,115,219,1.0,1,24,1
10150.0,0,10,1,102,23,0.5862068965517242,6,1,0
1200.0,0,2,1,75,96,1.0,1,10,0
1950.0,0,4,1,136,160,1.0,1,36,0
8900.0,2,8,1,150,163,0.44827586206896547,6,36,0
31000.0,3,13,0,179,209,0.31034482758620685,1,36,0
14599.0,0,10,1,170,154,0.8275862068965517,1,31,0
3100.0,2,9,1,84,40,0.6551724137931034,6,3,0
3490.0,0,4,1,131,24,0.0,1,1,0
3500.0,2,3,1,64,113,1.0,6,30,0
8500.0,6,5,1,163,9,1.0,1,2,0
2999.0,6,5,1,101,160,1.0,6,36,0
3799.0,6,1,1,131,24,1.0,6,1,0
5100.0,3,5,1,105,109,1.0,1,36,0
12500.0,3,4,1,174,209,1.0,1,36,0
4299.0,0,2,0,150,160,1.0,1,36,0
19900.0,6,9,1,170,26,0.3793103448275862,6,1,0
4000.0,2,3,1,80,143,0.10344827586206896,6,23,0
36500.0,0,14,1,179,26,0.1724137931034483,6,1,0
2000.0,2,4,1,50,135,0.8275862068965517,6,36,0
7500.0,3,9,1,125,234,0.8275862068965517,1,24,0
2490.0,6,7,1,140,146,1.0,1,10,0
3200.0,2,9,1,60,20,0.1724137931034483,6,9,0
4400.0,6,4,1,102,109,1.0,6,36,0
27300.0,4,14,0,211,44,0.1724137931034483,6,36,0
2950.0,0,1,1,131,160,1.0,1,36,0
2000.0,0,0,0,101,37,1.0,4,24,0
24800.0,6,14,0,125,23,0.0,6,1,0
2300.0,0,0,1,122,222,1.0,1,20,1
3100.0,6,4,1,140,23,1.0,1,1,0
1390.0,2,3,1,58,78,1.0,6,24,0
6500.0,6,5,1,129,5,1.0,4,2,0
17000.0,6,7,0,231,54,1.0,4,20,0
2999.0,0,4,1,109,8,0.5862068965517242,1,25,0
5500.0,0,5,0,177,90,1.0,1,20,0
1350.0,2,2,1,60,121,1.0,6,10,0
15300.0,6,13,1,150,109,0.3793103448275862,1,36,0
5750.0,4,6,1,125,203,0.5172413793103449,6,24,0
9490.0,6,9,1,160,109,0.5172413793103449,6,36,0
3000.0,2,6,1,64,163,0.8275862068965517,6,36,0
3000.0,2,6,1,75,6,0.5862068965517242,6,25,0
10499.0,0,12,1,105,94,0.24137931034482757,6,31,0
6900.0,6,16,1,105,109,1.0,1,36,0
2900.0,3,4,1,125,234,1.0,6,24,0
1750.0,2,4,0,75,212,1.0,6,27,0
1600.0,2,4,1,65,6,0.8275862068965517,6,25,1
2400.0,0,1,1,150,160,1.0,1,36,0
1500.0,0,4,1,115,20,1.0,1,10,0
10400.0,0,10,1,122,154,0.6551724137931034,6,31,0
1450.0,6,0,1,75,109,0.6551724137931034,6,36,0
7200.0,4,1,0,216,71,1.0,6,20,0
5300.0,0,9,1,73,6,0.5172413793103449,6,25,0
11000.0,0,8,1,140,23,0.8275862068965517,1,1,0
6200.0,2,9,1,95,6,0.6551724137931034,6,25,0
4500.0,4,0,1,180,210,1.0,6,1,0
9499.0,6,10,1,105,109,0.5862068965517242,1,36,0
4200.0,2,11,1,68,20,0.31034482758620685,6,34,0
4450.0,4,2,1,192,37,1.0,6,24,0
4500.0,4,1,1,192,9,1.0,6,2,0
15480.0,3,13,0,110,20,0.31034482758620685,1,27,0
8999.0,0,10,0,122,109,1.0,6,36,0
8900.0,4,0,1,163,193,0.6551724137931034,6,20,0
4500.0,0,5,1,120,141,1.0,1,27,0
18500.0,5,11,1,143,25,1.0,1,1,0
16999.0,6,14,1,105,109,0.10344827586206896,6,36,0
10690.0,2,15,1,75,67,0.034482758620689655,6,31,0
14900.0,6,13,1,160,44,0.44827586206896547,6,36,0
7480.0,3,9,1,84,209,1.0,1,36,0
14490.0,0,8,0,177,13,1.0,1,2,0
3799.0,5,1,0,218,71,1.0,6,20,0
3300.0,4,2,1,131,20,0.6551724137931034,6,9,0
4999.0,4,3,1,136,8,0.8275862068965517,6,25,0
2900.0,3,3,1,87,142,0.8275862068965517,6,24,0
3890.0,0,2,1,98,8,0.24137931034482757,6,19,0
14000.0,5,7,1,177,9,0.6551724137931034,1,2,0
2500.0,4,5,0,90,203,0.8275862068965517,6,24,0
11200.0,5,7,1,218,9,1.0,6,2,0
6290.0,0,5,0,224,90,1.0,1,20,0
2299.0,2,5,1,75,113,1.0,6,30,0
2400.0,0,3,1,90,96,0.8275862068965517,1,10,0
6200.0,6,8,0,109,52,1.0,1,5,0
1990.0,2,1,1,50,135,0.6551724137931034,6,36,0
15500.0,0,10,1,184,72,0.3793103448275862,6,21,0
4700.0,6,2,1,170,13,1.0,6,2,1
15700.0,3,5,1,174,209,1.0,1,36,0
14100.0,7,10,0,152,101,0.8275862068965517,1,18,0
6900.0,0,9,1,129,39,1.0,6,35,0
5300.0,2,11,1,86,78,0.8275862068965517,6,24,0
2799.0,2,8,1,68,49,0.8275862068965517,6,5,0
12500.0,5,10,1,193,28,0.6551724137931034,6,20,0
2950.0,0,4,1,101,160,1.0,1,36,0
2990.0,2,5,0,60,50,0.6551724137931034,6,5,0
3499.0,6,2,1,116,160,1.0,6,36,0
3300.0,4,5,1,110,149,0.8275862068965517,6,19,0
8800.0,4,10,1,69,11,0.1724137931034483,6,9,0
3500.0,2,9,1,86,20,1.0,6,34,1
7930.0,2,14,1,68,41,0.0,6,35,0
16490.0,0,10,0,184,9,1.0,1,2,0
12990.0,0,5,0,179,26,0.5862068965517242,1,1,0
4750.0,6,2,1,143,9,0.8275862068965517,6,2,0
3450.0,2,9,1,65,143,1.0,6,23,1
11990.0,6,4,0,224,90,0.5862068965517242,6,20,0
29900.0,6,14,0,150,160,0.10344827586206896,1,36,1
7000.0,6,7,1,220,146,0.0,6,10,0
5300.0,2,10,1,75,212,0.31034482758620685,6,27,0
2000.0,2,1,1,50,163,0.8275862068965517,6,36,0
3799.0,4,2,1,110,149,1.0,6,19,0
2800.0,6,6,1,60,95,0.5862068965517242,6,10,0
2299.0,0,1,1,170,20,1.0,6,29,0
13199.0,3,14,1,105,178,0.0,6,31,0
20490.0,7,12,1,140,204,0.5172413793103449,1,36,0
3300.0,0,4,1,131,160,1.0,1,36,1
4400.0,0,7,1,75,94,0.5172413793103449,6,31,0
17900.0,6,11,0,156,54,0.44827586206896547,6,20,0
2300.0,4,0,1,54,99,0.31034482758620685,6,32,0
8499.0,7,3,0,231,226,1.0,4,2,0
1200.0,6,5,1,60,188,1.0,6,9,0
17799.0,6,11,1,170,109,0.31034482758620685,1,36,0
2900.0,3,4,1,109,20,1.0,1,5,0
5999.0,0,5,1,177,190,0.6551724137931034,1,24,0
10900.0,6,10,1,122,109,0.44827586206896547,6,36,0
15499.0,6,12,1,131,37,0.6551724137931034,1,24,0
6899.0,4,2,1,192,9,1.0,6,2,0
4950.0,3,6,1,140,109,1.0,1,36,0
17350.0,4,11,1,143,5,0.3793103448275862,1,2,0
5900.0,0,3,1,163,13,1.0,1,2,0
3799.0,0,6,1,125,37,1.0,4,24,0
6500.0,0,7,1,105,160,1.0,1,36,0
15500.0,0,12,1,136,54,0.5172413793103449,1,20,0
5300.0,6,2,0,177,90,1.0,1,20,0
15990.0,0,11,1,140,160,0.5172413793103449,1,36,0
3000.0,3,5,1,125,208,1.0,1,10,0
4200.0,2,7,0,71,99,0.3793103448275862,6,32,0
2850.0,6,5,1,70,78,1.0,5,24,0
1399.0,2,2,1,58,70,1.0,6,27,0
8900.0,6,7,1,116,160,0.5172413793103449,6,36,0
4500.0,2,2,1,105,109,0.31034482758620685,6,36,0
1450.0,6,2,1,95,28,1.0,1,20,0
4650.0,6,4,0,105,37,0.5862068965517242,6,24,0
3500.0,2,4,1,101,37,1.0,1,24,0
10900.0,0,11,1,170,154,1.0,1,31,0
4490.0,6,3,1,116,109,1.0,6,36,0
30933.0,7,15,0,192,83,0.034482758620689655,6,19,0
4500.0,6,5,1,105,109,1.0,1,36,0
3100.0,3,4,1,101,207,1.0,1,36,0
25900.0,6,13,1,184,13,0.6551724137931034,1,2,0
2750.0,6,2,1,105,109,1.0,6,36,0
6499.0,6,7,1,122,9,1.0,1,2,0
2790.0,0,5,1,116,9,1.0,6,2,0
1450.0,2,2,1,75,212,1.0,6,27,0
12800.0,6,8,0,197,13,1.0,1,2,0
4299.0,6,6,1,105,109,1.0,1,36,0
6700.0,2,10,1,95,156,0.8275862068965517,6,21,0
6300.0,3,5,1,131,209,1.0,1,36,0
2299.0,2,6,1,59,212,0.8275862068965517,6,27,0
2350.0,3,3,1,107,186,1.0,6,27,0
22900.0,6,11,1,184,54,0.24137931034482757,6,20,0
1199.0,0,0,1,144,2,1.0,4,0,0
3900.0,2,8,1,75,70,0.8275862068965517,6,27,0
8800.0,2,13,1,75,213,0.10344827586206896,6,36,0
3980.0,6,5,1,116,9,1.0,6,2,0
2655.0,6,4,1,140,23,1.0,1,1,0
1650.0,6,0,1,90,23,1.0,1,1,0
2300.0,0,8,1,109,96,1.0,1,10,0
2850.0,2,8,1,65,143,0.8275862068965517,6,23,0
4600.0,3,6,1,101,223,1.0,1,24,0
6950.0,2,12,1,69,163,0.3793103448275862,6,36,0
3300.0,4,0,0,163,20,1.0,6,4,0
1999.0,6,2,1,75,132,1.0,6,30,0
7800.0,4,8,1,120,6,0.6551724137931034,6,25,0
4450.0,2,7,1,84,99,0.6551724137931034,6,32,0
19000.0,6,13,1,170,5,0.31034482758620685,6,2,0
18800.0,3,11,1,163,20,0.5172413793103449,1,9,0
12850.0,2,13,1,86,21,0.24137931034482757,6,1,0
14600.0,7,6,0,218,226,1.0,1,2,0
1550.0,2,3,1,68,95,1.0,1,10,0
18500.0,4,9,1,218,5,0.3793103448275862,6,2,0
10500.0,0,9,0,143,9,1.0,1,2,0
4400.0,0,3,0,204,9,1.0,1,2,0
2200.0,2,12,1,69,78,0.6551724137931034,6,24,0
1200.0,0,0,1,131,96,1.0,6,10,0
7750.0,6,9,1,105,112,0.1724137931034483,6,12,0
1300.0,3,5,1,75,145,1.0,6,27,0
2750.0,2,2,1,64,163,0.8275862068965517,6,36,0
12999.0,0,11,1,105,23,0.44827586206896547,6,1,0
1950.0,7,4,1,90,20,1.0,6,34,0
5700.0,2,9,1,75,70,0.44827586206896547,6,27,0
3900.0,6,4,1,90,109,0.6551724137931034,6,36,0
6700.0,6,4,1,140,26,1.0,1,1,0
2500.0,6,16,1,101,142,1.0,6,24,0
3000.0,2,8,1,69,230,0.8275862068965517,6,35,0
5999.0,2,9,1,120,166,0.44827586206896547,6,9,0
1500.0,6,1,1,102,28,1.0,6,20,0
18900.0,7,11,1,200,204,0.3793103448275862,6,36,0
2800.0,6,16,0,147,219,1.0,6,24,0
4390.0,6,3,1,116,9,0.8275862068965517,6,2,0
7150.0,7,6,1,140,211,1.0,6,12,0
17300.0,0,8,1,235,13,1.0,1,2,0
2800.0,6,0,1,170,54,1.0,6,20,0
16400.0,6,11,1,211,109,0.3793103448275862,6,36,0
17300.0,6,13,1,136,5,0.24137931034482757,6,2,0
4790.0,6,8,1,80,109,1.0,6,36,0
10490.0,6,9,1,125,23,0.6551724137931034,6,1,0
3500.0,5,10,0,45,99,0.24137931034482757,6,32,0
5999.0,0,6,1,140,24,1.0,1,1,0
2499.0,2,5,1,60,78,0.5862068965517242,6,24,0
4299.0,4,2,1,110,149,1.0,6,19,0
3550.0,6,1,0,116,154,0.8275862068965517,6,31,0
4300.0,0,7,1,105,142,0.5172413793103449,6,24,0
7850.0,7,7,1,150,35,0.8275862068965517,1,24,0
7399.0,2,7,1,116,5,0.6551724137931034,6,2,0
4190.0,6,9,1,109,112,1.0,6,12,0
21900.0,6,7,1,231,9,0.5862068965517242,1,2,0
9750.0,3,12,1,90,20,0.31034482758620685,1,31,0
4000.0,0,3,0,155,190,0.44827586206896547,6,24,0
1350.0,2,6,1,60,82,1.0,6,8,0
1700.0,2,1,0,61,99,0.8275862068965517,6,32,0
3900.0,0,4,1,101,37,1.0,1,24,0
18000.0,0,11,1,170,24,0.8275862068965517,1,1,0
6540.0,2,6,1,90,156,0.6551724137931034,6,21,0
9800.0,4,3,1,170,24,0.6551724137931034,6,1,0
9100.0,2,12,1,97,95,0.31034482758620685,6,10,0
2500.0,0,3,0,102,28,1.0,6,20,0
2150.0,0,1,1,116,24,1.0,1,1,0
1990.0,2,4,1,69,95,1.0,6,10,0
4600.0,3,2,1,101,234,0.44827586206896547,6,24,0
9300.0,6,5,1,150,20,1.0,1,20,0
4800.0,4,6,1,125,203,0.8275862068965517,6,24,0
23000.0,5,11,0,204,90,0.31034482758620685,6,20,0
16800.0,4,7,0,218,9,0.5172413793103449,6,2,0
12350.0,6,10,1,105,109,0.3793103448275862,6,36,0
6700.0,0,6,1,150,9,1.0,6,2,0
5400.0,4,6,1,140,8,1.0,6,25,0
18800.0,0,11,0,170,90,1.0,1,20,0
11900.0,0,9,1,177,9,1.0,1,2,0
6500.0,0,4,1,177,13,1.0,1,2,0
21350.0,7,11,0,143,108,0.44827586206896547,1,20,0
3000.0,0,0,1,150,13,1.0,6,2,0
3650.0,0,5,1,131,109,1.0,1,36,0
17190.0,6,16,1,110,109,0.0,6,36,0
5250.0,7,4,1,115,175,1.0,1,35,0
3500.0,4,1,1,150,196,1.0,6,0,0
1100.0,6,16,1,170,155,0.8275862068965517,6,24,0
14900.0,2,13,0,102,99,0.31034482758620685,6,32,0
7777.0,3,7,1,90,207,1.0,1,36,0
2150.0,3,3,1,109,20,1.0,1,5,0
2500.0,7,2,1,101,20,1.0,1,24,0
4415.0,3,5,1,101,142,1.0,1,24,0
8900.0,4,9,1,120,6,0.31034482758620685,6,25,0
2800.0,2,8,1,68,4,1.0,6,25,0
5499.0,6,4,1,140,23,1.0,1,1,0
5850.0,7,4,1,150,175,1.0,6,35,0
5300.0,2,7,1,101,102,0.24137931034482757,6,10,0
3000.0,2,6,1,75,212,0.6551724137931034,6,27,0
4300.0,2,8,1,80,95,0.5862068965517242,6,10,0
6890.0,6,6,0,200,109,1.0,6,36,0
4800.0,1,7,1,70,94,0.5862068965517242,1,31,0
4150.0,6,2,1,192,9,1.0,6,2,0
